308 Occurance | x = 1
22 Occurance | a ( x + 1 ) ^ { 2 } + 4 = 0
22 Occurance | A B = E B
22 Occurance | | 2 \vec { a } - 3 \vec { b } | = \sqrt { 1 ^ { 2 } + ( - 5 ) ^ { 2 } + 8 ^ { 2 } } = 3 \sqrt { 1 0 }
22 Occurance | m = 6
22 Occurance | x \in Q
22 Occurance | 1 3 - 4 m
22 Occurance | 4 t - t ^ { 2 } = 4
22 Occurance | f ( 3 ) = - 2 5
22 Occurance | a _ { 2 } = 4
22 Occurance | \frac { \sqrt { 1 5 } } { 2 }
22 Occurance | a < x < \frac { 1 } { a }
22 Occurance | \frac { 1 - x } { e ^ { x } }
22 Occurance | \frac { a ^ { 2 } + b ^ { 2 } - 2 a b } { a b ( a - b ) ^ { 2 } }
22 Occurance | A D \perp C E
22 Occurance | 4 \sqrt { 2 } \pi
22 Occurance | \frac { 3 \sqrt { 2 } } { 2 }
22 Occurance | a \neq 0
22 Occurance | a e ^ { x } ( x + 3 )
22 Occurance | y \geqslant - 2
22 Occurance | x \geq 3
22 Occurance | y = k x + 1
22 Occurance | \cos A = \frac { b ^ { 2 } + c ^ { 2 } - a ^ { 2 } } { 2 b c }
22 Occurance | \frac { \vec { a } \cdot \vec { b } } { | \vec { a } | | \vec { b } | }
22 Occurance | x _ { 2 } = 4
22 Occurance | c = 1
22 Occurance | x _ { 2 } = \frac { 7 - \sqrt { 4 1 } } { 4 }
22 Occurance | C ( 0 , 0 , 0 )
22 Occurance | \frac { x ^ { 2 } - 4 } { x - 2 }
22 Occurance | 4 0 a - a ^ { 2 }
22 Occurance | m + 1 > 1
22 Occurance | \frac { A E } { A B } = \frac { A F } { A C } = \frac { 2 } { 3 }
22 Occurance | 3 \leq s l a n t x < 6
22 Occurance | y = 2 z
22 Occurance | 3 x ^ { 2 } - 3 6 x + 1 1 0 = 0
22 Occurance | ( a - 1 2 ) ( a + 2 ) = 0
22 Occurance | A B = 1 0
22 Occurance | \frac { x } { a } + \frac { y } { 2 a } = 1
21 Occurance | D ( 0 , 4 )
21 Occurance | 2 = \frac { 1 2 } { x }
21 Occurance | a \leq 2
21 Occurance | \frac { \sqrt { 3 } } { 2 } \sin 2 x
21 Occurance | 1 + x = \pm 1 . 2
21 Occurance | [ - 2 , 2 ]
21 Occurance | \ a n g l e A + \ a n g l e C
21 Occurance | \sin B = \sin ( A + C )
21 Occurance | D F = F C
21 Occurance | P D \cap P E = P
21 Occurance | \vec { m } \| \vec { n }
21 Occurance | \sqrt { 3 } + 1
21 Occurance | 3 \sqrt { 3 }
21 Occurance | a = - 2
21 Occurance | x - 2 = 3 x
21 Occurance | x - 9
21 Occurance | 4 t - t ^ { 2 } = 8
21 Occurance | 2 a + 1 < 5
21 Occurance | \frac { \sqrt { 5 } } { 5 }
21 Occurance | ( t - 2 ) ^ { 2 } = - 4
21 Occurance | 2 k - 4
21 Occurance | a \leq - 1
21 Occurance | ( 0 , 1 )
21 Occurance | \frac { x } { a } + \frac { y } { b } = 1
21 Occurance | 4 S _ { n } = a _ { n } ^ { 2 } + 4 n - 1
21 Occurance | \frac { 1 + 2 x } { 2 - x }
21 Occurance | - 1 < x < 1
21 Occurance | B C \perp C D
21 Occurance | P E \perp D C
20 Occurance | a > a + 3
20 Occurance | 3 0 a - 4 0 a + a ^ { 2 } = 2 4
20 Occurance | 2 n - 1
20 Occurance | a < x < a + 1
20 Occurance | x - 2
20 Occurance | f ( x ) = a x ^ { 2 } + b x + c
20 Occurance | 1 2 \times 5 0 = 6 0 0
20 Occurance | 3 k - 3 + 6 k + 3 = 0
20 Occurance | 4 \sqrt { 3 }
20 Occurance | 2 n + 4 = 6
20 Occurance | ( a - 4 ) ( a - b ) = 0
20 Occurance | x ( 3 6 - 3 x ) = 1 1 0
20 Occurance | 2 m - 3 < - 1
20 Occurance | P A \perp C D
20 Occurance | \frac { 6 } { x }
20 Occurance | C ( 2 , 2 , 0 )
20 Occurance | 2 a - 1 \geqslant 1
20 Occurance | C D = B C
20 Occurance | x > - 3
20 Occurance | \frac { 2 } { 1 2 }
20 Occurance | A D = 2
20 Occurance | 2 \sin C \cos C = \sin C
20 Occurance | \text { }
20 Occurance | - 2 < a \leq s l a n t 3
20 Occurance | \sin ^ { 2 } x
20 Occurance | A M + C M
20 Occurance | a = 1 2
20 Occurance | \sqrt { 3 } \sin x \cos x + \sin ^ { 2 } x
20 Occurance | \frac { x - 1 } { x - 2 }
20 Occurance | \left( \frac { 1 } { 2 } \right) ^ { n }
20 Occurance | x _ { 1 } = - 4
20 Occurance | \frac { \sqrt { 6 } + \sqrt { 2 } } { 3 }
20 Occurance | f ( x ) > \sin x + \cos x
20 Occurance | a _ { n + 1 } - a _ { n } = 2 a _ { n }
20 Occurance | a x ^ { 2 } + b x
20 Occurance | \frac { a _ { n + 1 } } { 2 n + 1 }
20 Occurance | \ a n g l e A + \ a n g l e C = 2 7 0 ^ { \circ }
20 Occurance | \frac { \sqrt { 6 } } { 3 }
20 Occurance | f ^ { \prime } ( x ) = e ^ { x } ( x + 3 )
20 Occurance | \langle \vec { a } , \vec { b } \rangle
20 Occurance | 3 x ^ { 2 }
20 Occurance | b = 1
20 Occurance | 6 = 2 n + 4
20 Occurance | \left( - a ^ { 2 } + a - 1 \right) - \left( 2 a ^ { 2 } - 3 a - 6 \right)
20 Occurance | \frac { 1 } { x } = \frac { 3 } { x - 2 }
20 Occurance | a _ { 1 } = 6
20 Occurance | x > 3
20 Occurance | \sin A \cos C + \sqrt { 3 } \sin A \sin C = \sin B + 2 \sin C
20 Occurance | A C = 2 \sqrt { 3 }
20 Occurance | A ( 1 , 0 , 0 )
20 Occurance | f ( x ) \leq s l a n t - 1
20 Occurance | f ( x ) = \vec { a } \cdot \vec { b }
19 Occurance | 8 - x
19 Occurance | x + m < 1
19 Occurance | A ( 4 , 0 )
19 Occurance | [ 1 5 0 , 1 6 0 )
19 Occurance | \ a n g l e 1 = \ a n g l e 3
19 Occurance | O D = 2 C O
19 Occurance | a > 4
19 Occurance | a ^ { 2 } = 8
19 Occurance | A _ { 4 } ^ { 4 }
19 Occurance | A E = 2
19 Occurance | O C = O D
19 Occurance | 0 < b - a < 2
19 Occurance | a + 1 \leq 9
19 Occurance | A = \frac { 1 } { a b } = - \frac { 1 } { 5 }
19 Occurance | \theta = \frac { \pi } { 3 }
19 Occurance | x _ { 1 } = - 3
19 Occurance | P = \{ x \mid 4 \leq x \leq 7 \}
19 Occurance | 4 = 3 \lambda
19 Occurance | A M + B M + C M
19 Occurance | x + y \geqslant 2 \sqrt { x y }
19 Occurance | x - y + z = 0
19 Occurance | a _ { n } = 2 ^ { n }
19 Occurance | 2 \sin C \cos C
19 Occurance | A D = A B
19 Occurance | y = 3 x
19 Occurance | \frac { 7 \pm \sqrt { 4 1 } } { 4 }
19 Occurance | a _ { n + 1 }
19 Occurance | a \cos x - 1
19 Occurance | m ( m + 1 )
19 Occurance | 1 0 0 0 ( x + 1 ) ^ { 2 } = 1 4 4 0
19 Occurance | a = 2 \sqrt { 6 }
19 Occurance | a _ { n + 1 } - \frac { 1 } { 2 } a _ { n } = \frac { a _ { n } } { 2 n - 1 }
19 Occurance | 4 \leq a \leq 8
19 Occurance | f ( x - 1 )
19 Occurance | B Q = P Q
19 Occurance | 2 x + 1
19 Occurance | \sin c \neq 0
19 Occurance | | 3 \vec { a } - 2 \vec { b } | = \sqrt { 7 }
19 Occurance | z _ { 1 } z _ { 2 } = ( 1 + i ) ( m - 2 i )
19 Occurance | ( x - 2 ) ( x - 1 ) = 0
19 Occurance | \frac { 3 } { 2 }
19 Occurance | E \left( 0 , \frac { 1 } { 2 } , 2 \right)
19 Occurance | \frac { 3 } { 4 }
19 Occurance | y = x ^ { 2 } - 2 m x + m ^ { 2 } - 2
19 Occurance | x < 3
19 Occurance | f ( 0 ) = 2 a
19 Occurance | B ( 0 , 3 )
18 Occurance | A B = 2
18 Occurance | m < - 1
18 Occurance | 8 t - 2 t ^ { 2 } = 8
18 Occurance | 2 a = 2
18 Occurance | \ a n g l e B A C = 6 0 ^ { \circ }
18 Occurance | m - 2 i + m i + 2
18 Occurance | P ( Y = 0 )
18 Occurance | S _ { n }
18 Occurance | P D \perp B C
18 Occurance | ( x + 1 ) ^ { 2 }
18 Occurance | 2 0 \ %
18 Occurance | \ a n g l e B A D = 9 0 ^ { \circ }
18 Occurance | a x ^ { 2 }
18 Occurance | f ( x ) = 2 \sin x - x + b
18 Occurance | x ^ { 2 } - 9 - x ^ { 2 } + x
18 Occurance | 2 \times ( - 3 ) + m - 1 + 1 0 = 0
18 Occurance | x + 2 = 5
18 Occurance | b = 2 a
18 Occurance | 2 = 2 k + b
18 Occurance | f ( x ) = - 1
18 Occurance | a _ { n } - a _ { n - 1 } = 2
18 Occurance | \sqrt { 1 0 ^ { 2 } - 8 ^ { 2 } }
18 Occurance | x \in R
18 Occurance | x + y
18 Occurance | \sin B = \frac { 1 } { 2 }
18 Occurance | B C = \sqrt { A B ^ { 2 } - A C ^ { 2 } }
18 Occurance | x _ { 1 } + x _ { 2 } = - \frac { b } { a } = - 3
18 Occurance | P B \perp B E
18 Occurance | C D = B C = 6
18 Occurance | 0 < a < 3
18 Occurance | \sqrt { 3 } \cos A
18 Occurance | x = \pm 1
18 Occurance | A A _ { 1 } = 2
18 Occurance | a \leq x \leq a + 3
18 Occurance | \frac { a ^ { 2 } - 2 a b + b ^ { 2 } } { a b ( a - b ) ^ { 2 } }
18 Occurance | 2 x ^ { 2 } - 5 x y + 2 y ^ { 2 } - x ^ { 2 } - x y - 2 y ^ { 2 }
18 Occurance | m > - 2
18 Occurance | a b ( a - b ) ^ { 2 }
18 Occurance | b + 2 c
18 Occurance | x < - 3
18 Occurance | \frac { c } { \sin C }
18 Occurance | C \subseteq B
18 Occurance | a ^ { 2 } \leq 1
18 Occurance | 2 \sin x - x + b > \sin x + \cos x
18 Occurance | m \leq 0
18 Occurance | B C = A C
18 Occurance | y = - \frac { 3 } { 8 } x ^ { 2 } + b x + c
18 Occurance | c = m - 1
18 Occurance | 2 a + 1
18 Occurance | a = 4
18 Occurance | x _ { 1 } = \frac { 7 + \sqrt { 4 1 } } { 4 }
18 Occurance | 2 a - 1 \geqslant a + 1
18 Occurance | - \frac { 1 } { m }
18 Occurance | c \in ( 0 , \pi )
18 Occurance | ( x - 1 ) ( x + 5 ) = 0
18 Occurance | 4 t - t ^ { 2 }
18 Occurance | a + c = 0
18 Occurance | 4 x + 8
18 Occurance | \frac { 2 x + 1 } { 2 - x }
18 Occurance | B C = 6
18 Occurance | a _ { 2 } = \frac { 3 } { 4 }
17 Occurance | c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C
17 Occurance | 1 0 0 0 + 2 x
17 Occurance | k \vec { a } + \vec { b }
17 Occurance | P C \perp B C
17 Occurance | 2 a - 1 > 1
17 Occurance | 2 \sqrt { x y }
17 Occurance | \ a n g l e P B C = 6 0 ^ { \circ }
17 Occurance | 2 m - 3 \leq m + 1
17 Occurance | - \frac { b } { 2 a } = 1
17 Occurance | A = \ v a r n o t h i n g
17 Occurance | \frac { 2 \sqrt { 6 } } { \frac { 2 \sqrt { 2 } } { 3 } }
17 Occurance | t + 1 > - 3
17 Occurance | \ a n g l e A D C = 9 0 ^ { \circ }
17 Occurance | m < 1 - x
17 Occurance | - \frac { 3 } { 2 } x \geqslant - 6
17 Occurance | m \geqslant 0
17 Occurance | a = 0
17 Occurance | \frac { a ^ { 2 } + b ^ { 2 } - c ^ { 2 } } { 2 a b }
17 Occurance | a \leq s l a n t - 5
17 Occurance | \frac { \sqrt { 3 } + 1 } { 3 }
17 Occurance | ( 1 - m ) x
17 Occurance | x + 5 = 0
17 Occurance | 2 \sin C
17 Occurance | 2 \times ( - 3 ) + ( m - 1 ) + 1 0 = 0
17 Occurance | x - 1
17 Occurance | a _ { n }
17 Occurance | \overrightarrow { A _ { 1 } E } = \left( - 1 , \frac { 1 } { 2 } , 0 \right)
17 Occurance | B C \perp P C
17 Occurance | P ( Y = 1 )
17 Occurance | B C \perp A B
17 Occurance | \left( C _ { R } P \right) \cap Q
17 Occurance | 9 - 4 ( m - 1 ) \geqslant 0
17 Occurance | b ^ { 2 } = 4
17 Occurance | a _ { n } = 3 ^ { n - 1 }
17 Occurance | a - b
17 Occurance | \frac { 4 } { 3 }
17 Occurance | B N = B M
17 Occurance | B = 3 0 ^ { \circ }
17 Occurance | \frac { \sqrt { 2 2 } } { 1 1 }
17 Occurance | C D ^ { 2 } + A D ^ { 2 } = B D ^ { 2 }
17 Occurance | A = \frac { 2 \pi } { 3 }
17 Occurance | x ^ { 2 } + 4 x - 5 = 0
17 Occurance | g ^ { \prime } ( x ) = 0
17 Occurance | F ( 2 , 1 , 0 )
17 Occurance | a ^ { 2 } + b ^ { 2 } = c ^ { 2 }
17 Occurance | x ( x - 1 )
17 Occurance | B D = 2
17 Occurance | c = \sqrt { 3 }
17 Occurance | \frac { 4 } { y }
17 Occurance | \ e x i s t s x \in [ 1 , + \infty )
17 Occurance | a = 2 \sqrt { 2 }
17 Occurance | \sin C \sin A
17 Occurance | \frac { a _ { n + 2 } - a _ { n + 1 } } { a _ { n + 1 } - a _ { n } }
17 Occurance | Q = \{ x \mid - 2 \leq x \leq 5 \}
16 Occurance | a + 3 \leq 6
16 Occurance | x _ { 1 } + x _ { 2 } = - \frac { b } { a }
16 Occurance | h ( x )
16 Occurance | O C = 9
16 Occurance | 6 ( 1 + x ) ^ { 2 }
16 Occurance | 3 a
16 Occurance | \sqrt { 3 ^ { 2 } + 4 ^ { 2 } } = 5
16 Occurance | \frac { a ^ { 3 } } { x }
16 Occurance | C = 6 0 ^ { \circ }
16 Occurance | A _ { 2 } ^ { 2 }
16 Occurance | C M = 2 0 \sqrt { 3 }
16 Occurance | \frac { 3 } { \sin c }
16 Occurance | B D = \sqrt { 3 }
16 Occurance | 6 ( x + 1 ) ^ { 2 } = 1 7 . 3 4
16 Occurance | y = - 2
16 Occurance | P ( x = 3 )
16 Occurance | a ( 4 0 - a ) - 3 0 a = 2 4
16 Occurance | a \geq 2
16 Occurance | A C = B C
16 Occurance | - \frac { 3 } { 8 } x ^ { 2 }
16 Occurance | 6 - \frac { 3 } { 2 } x \geqslant 0
16 Occurance | 2 + e ^ { x }
16 Occurance | P A = A C
16 Occurance | x _ { 1 } = 8
16 Occurance | \frac { 6 } { 2 5 }
16 Occurance | x = m
16 Occurance | 4 x
16 Occurance | b ^ { 2 }
16 Occurance | - \frac { 3 } { 4 } x + 3
16 Occurance | y = - \frac { 2 } { 3 } x + 6
16 Occurance | 3 \leq x < 6
16 Occurance | \frac { 4 } { 1 2 }
16 Occurance | 1 4 4 0 \times ( 1 + 2 0 \ % ) = 1 7 2 8
16 Occurance | \frac { z _ { 2 } } { z _ { 1 } } = \frac { m - 2 i } { 1 + i }
16 Occurance | ( a - 5 ) ^ { 2 } = 4 9
16 Occurance | a \leq a + 3
16 Occurance | | 2 \vec { a } - 3 \vec { b } | = 3 \sqrt { 1 0 }
16 Occurance | - \frac { 3 } { 8 } m ^ { 2 } + \frac { 3 } { 4 } m + 3
16 Occurance | \ a n g l e A + \ a n g l e C = 3 6 0 ^ { \circ } - \ a n g l e B - \ a n g l e D
16 Occurance | E B = 1
16 Occurance | 4 < a < 8
16 Occurance | T _ { n }
16 Occurance | a _ { 2 } = 6
16 Occurance | ( t - 2 ) ^ { 2 }
16 Occurance | 1 2 > 1 0 . 8 2 8
16 Occurance | 2 c \cos C = a \cos B + b \cos A
16 Occurance | \sin \left( 2 x - \frac { \pi } { 6 } \right)
16 Occurance | S _ { n } - S _ { n - 1 }
16 Occurance | \vec { n } = ( 2 , 1 , - 2 )
16 Occurance | \lambda ^ { 2 } - 2 \lambda = 0
16 Occurance | a _ { n } = n
16 Occurance | | 2 \vec { a } + 3 \vec { b } | = \sqrt { 1 9 }
16 Occurance | k \vec { a } - \vec { b }
16 Occurance | 1 7 5 > 1 5 0
16 Occurance | B C = 2 \sqrt { 3 }
16 Occurance | x = 3 + \sqrt { 3 }
16 Occurance | 3 x > 6
16 Occurance | c ^ { 2 }
16 Occurance | 1 2 - 3 x \geqslant 0
16 Occurance | \frac { 7 - \sqrt { 4 1 } } { 4 }
16 Occurance | ( a - 4 ) ( a - 6 ) = 0
16 Occurance | \ a n g l e M B N = 6 0 ^ { \circ }
16 Occurance | 4 0 \leq s l a n t x \leq s l a n t 9 0
16 Occurance | 1 - 2 x y
16 Occurance | \ a n g l e 2 = \ a n g l e 3
16 Occurance | B D \perp A C
16 Occurance | ( \vec { m } + \vec { n } ) \cdot \vec { m }
16 Occurance | A ( 1 , 6 )
16 Occurance | \left( 2 x ^ { 2 } - 5 x y + 2 y ^ { 2 } \right) - \left( x ^ { 2 } + x y + 2 y ^ { 2 } \right)
16 Occurance | 5 \times ( 4 0 - 5 ) = 1 7 5
16 Occurance | a _ { n + 1 } = 2 s _ { n } + 1
16 Occurance | \frac { 1 + 2 x } { 2 - x } = \frac { 4 } { 3 }
16 Occurance | k x + b
16 Occurance | x \neq - 3
16 Occurance | c ^ { 2 } = a ^ { 2 } + b ^ { 2 }
16 Occurance | x = 4 0
16 Occurance | \hat { y } = 6 . 5 x + 1 7 . 5
16 Occurance | - \frac { 3 } { 4 } x + 3 = 0
16 Occurance | \sqrt { 3 } \sin A \sin C
15 Occurance | 2 \vec { a } + \vec { b } = ( 3 , 3 )
15 Occurance | t ^ { 2 }
15 Occurance | a _ { n } = S _ { n } - S _ { n - 1 }
15 Occurance | \frac { 3 } { 8 }
15 Occurance | | \vec { b } | = \sqrt { 2 }
15 Occurance | ( a + b ) ^ { 2 }
15 Occurance | x ^ { 2 } - x \leq 0
15 Occurance | 2 \sin x
15 Occurance | \left( \frac { 1 } { x } + \frac { 4 } { y } \right) ( x + y )
15 Occurance | 0 . 0 1 \times 5 = 0 . 0 5
15 Occurance | 6 0 + 2 0 \sqrt { 3 }
15 Occurance | ( x - 3 ) ( x - 9 ) = 0
15 Occurance | 2 \sin C \cos C = \sin ( A + B )
15 Occurance | A D \cap C D = D
15 Occurance | y + \frac { 3 } { 2 } z = 0
15 Occurance | \ a n g l e B = 3 0 ^ { \circ }
15 Occurance | 3 ( k - 1 )
15 Occurance | \left( 2 , - \frac { 1 } { a } \right)
15 Occurance | A B = 4 \sqrt { 3 }
15 Occurance | a < a + 1
15 Occurance | \sin B
15 Occurance | O D = 4
15 Occurance | C \in ( 0 , \pi )
15 Occurance | \sin A \cos C + \sqrt { 3 } \sin A \sin C
15 Occurance | 2 b = a + c
15 Occurance | \sin \left( 2 x - \frac { \pi } { 6 } \right) + 1
15 Occurance | a \sin c
15 Occurance | a + b + c
15 Occurance | \frac { 1 } { a _ { n } a _ { n + 1 } }
15 Occurance | 5 ^ { 2 } - x ^ { 2 }
15 Occurance | 2 \vec { a } - \vec { b } = ( 3 , 2 , - 2 )
15 Occurance | \frac { ( x + 2 ) ^ { 2 } } { x }
15 Occurance | \frac { 1 2 0 0 } { x + 8 } = \frac { 1 0 0 0 } { x }
15 Occurance | e ^ { x } ( x - 1 ) + 2 a ( x - 1 )
15 Occurance | - \frac { 3 } { 2 }
15 Occurance | 9 9 . 9 \ %
15 Occurance | 4 a ^ { 2 }
15 Occurance | P ( 0 , 0 , \sqrt { 3 } )
15 Occurance | y = \frac { 3 } { 2 } x
15 Occurance | - a ^ { 2 } + a - 1 - 2 a ^ { 2 } + 3 a + 6
15 Occurance | \ a n g l e A E C = \ a n g l e A E D
15 Occurance | A B = 3
15 Occurance | f ( 0 ) = 0
15 Occurance | - 2 \leq s l a n t x \leq s l a n t 5
15 Occurance | 2 \sin x = 1
15 Occurance | x = z
15 Occurance | \ a n g l e 1 + \ a n g l e 2 = 2 \ a n g l e A
15 Occurance | x ^ { 2 } + 4 x = 5
15 Occurance | \ a n g l e C = 9 0 ^ { \circ }
15 Occurance | a + c
15 Occurance | a > - 3
15 Occurance | 4 a
15 Occurance | k = x y
15 Occurance | \cos \frac { A + B } { 2 }
15 Occurance | 2 \lambda
15 Occurance | \cos A = \frac { 1 } { 3 }
15 Occurance | 7 2 0
15 Occurance | \left( \frac { x ^ { 2 } } { x - 2 } + \frac { 4 } { 2 - x } \right) \d i v \frac { x ^ { 2 } + 4 x + 4 } { x }
15 Occurance | \triangle A B C \cong \triangle A D E
15 Occurance | y = k x + 2
15 Occurance | t > - 3
15 Occurance | z = 0
15 Occurance | x ( 3 4 - 3 x + 2 ) = 9 6
15 Occurance | a < 3
15 Occurance | 2 a ( x - 1 )
15 Occurance | D C = B E
15 Occurance | a ^ { 2 } + b ^ { 2 } = 1 3
15 Occurance | 3 \sqrt { 5 }
15 Occurance | \ a n g l e A B C = 6 0 ^ { \circ }
15 Occurance | a b = b
15 Occurance | x _ { 1 } x _ { 2 }
15 Occurance | a + 1 \leq s l a n t 0
15 Occurance | a \geqslant 3
15 Occurance | a + 1 < 0
15 Occurance | x \geqslant 1
15 Occurance | \frac { \pi } { 6 }
15 Occurance | y ^ { 2 }
15 Occurance | - 2 \leq x \leq 5
15 Occurance | c = \frac { 1 } { 2 }
15 Occurance | 9 a
15 Occurance | a _ { n + 2 } - a _ { n + 1 }
15 Occurance | \ a n g l e C A D = 3 0 ^ { \circ }
14 Occurance | A C = 4 0
14 Occurance | A \neq \ v a r n o t h i n g
14 Occurance | \left( e ^ { x } + 2 a \right) ( x - 1 )
14 Occurance | D E \perp A B
14 Occurance | 2 m - 3 \leq s l a n t - 1
14 Occurance | \sqrt { 1 ^ { 2 } + ( - 5 ) ^ { 2 } + 8 ^ { 2 } }
14 Occurance | \frac { 4 } { a } + \frac { b } { a } = 1
14 Occurance | 3 0 a - a ( 4 0 - a ) = 2 4
14 Occurance | B O = 3 x
14 Occurance | b > \cos x - \sin x + x
14 Occurance | - x + z = 0
14 Occurance | ( a - 5 ) ^ { 2 } = 1
14 Occurance | \frac { c } { a }
14 Occurance | P D \perp C D
14 Occurance | B D ^ { 2 }
14 Occurance | x ^ { 2 } + 4 x + 4 = 9
14 Occurance | \frac { 1 } { \sqrt { 6 } } = \frac { \sqrt { 6 } } { 6 }
14 Occurance | A + B = \pi - C
14 Occurance | \frac { x } { a } + \frac { y } { a } = 1
14 Occurance | 7 5 ^ { \circ }
14 Occurance | B C = 1
14 Occurance | P ( A )
14 Occurance | 2 x + 1 0 0 0
14 Occurance | f ( x ) = a x ^ { 2 } + b x
14 Occurance | ( 2 , 1 )
14 Occurance | P ( Y = 2 )
14 Occurance | b _ { 1 } = a _ { 1 } = 2
14 Occurance | a \cos c + \sqrt { 3 } a \sin c = b + 2 c
14 Occurance | x ( x + 3 ) = 2 ( x + 3 )
14 Occurance | - 2 < x < 1
14 Occurance | b ^ { 2 } - 4 a = 0
14 Occurance | a + 1 > - 2
14 Occurance | 3 x - 2 y = 0
14 Occurance | a \leq s l a n t 3
14 Occurance | 4 = b
14 Occurance | \lambda = \frac { 4 } { 3 }
14 Occurance | y \leq s l a n t 1 2 6 0
14 Occurance | x - 1 = 0
14 Occurance | \sin A \cos B + \sin B \cos A
14 Occurance | A Q = 2 t
14 Occurance | P ( 0 , 0 , \sqrt { 2 } )
14 Occurance | \frac { 2 \sqrt { 3 } \pi } { 3 }
14 Occurance | e ^ { x } > 0
14 Occurance | y ^ { 2 } = 2 \sqrt { 2 } x
14 Occurance | x _ { 2 } = - \frac { 1 1 } { 5 }
14 Occurance | \sin c = \frac { \sqrt { 3 } } { 3 }
14 Occurance | m \leq 1
14 Occurance | x > 6
14 Occurance | \forall x \in \{ x \mid 0 < x < 1 \}
14 Occurance | m + 2 + ( m - 2 ) i
14 Occurance | y = a ( x + 1 ) ^ { 2 } + 4
14 Occurance | y = \frac { 7 2 0 0 } { x } + 2 x + 1 0 0 0
14 Occurance | 3 \leq x < 9
14 Occurance | 4 a _ { n } = a _ { n } ^ { 2 } - a _ { n - 1 } ^ { 2 } + 4
14 Occurance | x ^ { 2 } + y ^ { 2 } \geqslant 2 x y
14 Occurance | x = 0 . 7
14 Occurance | \frac { 1 } { 1 + 2 } = \frac { 1 } { 3 }
14 Occurance | x = - 2
14 Occurance | \frac { 1 3 } { 2 5 }
14 Occurance | m \in ( - 2 , 2 )
14 Occurance | A C \cap P A = A
14 Occurance | 3 6 x - 3 x ^ { 2 } = 1 1 0
14 Occurance | - 3 \leq s l a n t a \leq s l a n t 2
14 Occurance | a \geqslant a + 1
14 Occurance | m = - 1
14 Occurance | P ( | x | = 1 )
14 Occurance | E G = F H
14 Occurance | \bar { y }
14 Occurance | - \frac { 1 } { a } = \frac { 1 } { 2 } k + b
14 Occurance | \frac { a _ { n } } { a _ { n - 1 } } = 2
14 Occurance | \overrightarrow { A D }
14 Occurance | - 9
14 Occurance | A _ { 3 } ^ { 3 }
14 Occurance | a _ { n + 1 } - a _ { n }
14 Occurance | P D \cap B D = D
14 Occurance | a < 1
14 Occurance | a x ^ { 2 } + b x - \frac { 1 } { a }
14 Occurance | t > - 4
14 Occurance | 0 < A < \pi
14 Occurance | - a \cos B
14 Occurance | E F \| B C
14 Occurance | y = 2 x - 3
14 Occurance | x \in ( - 1 , 1 )
14 Occurance | \overrightarrow { A C } = ( 2 , 2 , 0 )
14 Occurance | ( x + 2 ) ^ { 2 } - 2 5 = 0
14 Occurance | \overrightarrow { A E } = \left( 0 , 1 , \frac { 3 } { 2 } \right)
14 Occurance | A B ^ { 2 } = A C ^ { 2 } + B C ^ { 2 }
14 Occurance | 1 + \sqrt { 3 }
14 Occurance | x = y = \frac { 1 } { 2 }
14 Occurance | 2 \sqrt { 6 }
14 Occurance | | \vec { a } | = | \vec { b } | = 1
13 Occurance | B C = \frac { 1 } { 2 } A D
13 Occurance | a \leq 8
13 Occurance | a + 1 < 9
13 Occurance | \frac { b ^ { 2 } + c ^ { 2 } - a ^ { 2 } } { 2 b c }
13 Occurance | 9 - 4 ( m - 1 )
13 Occurance | \cos \langle \vec { m } , \vec { n } \rangle
13 Occurance | - 4 m \geqslant - 1 3
13 Occurance | \frac { 1 2 0 } { x }
13 Occurance | x = 1 . 4
13 Occurance | \cos \ a n g l e A D C
13 Occurance | a \leq 3
13 Occurance | \sqrt { 1 9 }
13 Occurance | x _ { 1 } x _ { 2 } = \frac { c } { a }
13 Occurance | 2 \vec { a } - \vec { b } = ( 2 - x , 3 , - 2 y - 2 )
13 Occurance | \cos x - \sin x + x
13 Occurance | 2 x - \frac { \pi } { 6 }
13 Occurance | x - 1 < 0
13 Occurance | \overrightarrow { B D } = ( 1 , - 1 , 1 )
13 Occurance | \frac { 1 - x } { x }
13 Occurance | x ^ { 2 } + 3 x = 2 x + 6
13 Occurance | - \frac { 1 } { 2 }
13 Occurance | - \frac { b } { a }
13 Occurance | 3 ( k - 1 ) + 3 ( 2 k + 1 ) = 0
13 Occurance | m \geqslant \frac { 1 } { 3 }
13 Occurance | a x ^ { 2 } + b x + 1 = 0
13 Occurance | x ^ { 2 } + 4 x + 4
13 Occurance | 4 ( x + 2 ) \geq 2 x + 4
13 Occurance | a _ { 1 } - 2 a _ { 1 } + 2 = 0
13 Occurance | [ 0 , 4 ]
13 Occurance | 1 6 + 4 m
13 Occurance | 2 x ^ { 2 }
13 Occurance | m - 2 < 0
13 Occurance | \sqrt { 3 } \lambda
13 Occurance | E ( 0 , 1 , 1 )
13 Occurance | A B = A D
13 Occurance | f ( 0 ) = 2
13 Occurance | 1 . 5 \times 4
13 Occurance | \frac { ( x - 1 ) ^ { 2 } } { x }
13 Occurance | a ^ { 2 } = b ^ { 2 } + c ^ { 2 } - 2 b c \cdot \cos A
13 Occurance | C D = 4
13 Occurance | \ln 2 - 3
13 Occurance | y = - e ^ { x }
13 Occurance | B C \perp \text { } P C D
